  0.000000   -1.74427914431910   -2.96226766288717    0.00000000000000    0.00000000000000  
  0.010000   -1.74407006180787   -2.96177989238943   -0.06295513520122   -0.00081956762587  
  0.020000   -1.74344297795888   -2.96031704832782   -0.12583912895147   -0.00327622052831  
  0.030000   -1.74239838370333   -2.95788053214046   -0.18858097141208   -0.00736381497217  
  0.040000   -1.74093709684994   -2.95447267670475   -0.25110991564002   -0.01307213201166  
  0.050000   -1.73906026146856   -2.95009674206795   -0.31335560821420   -0.02038690833450  
  0.060000   -1.73676934702403   -2.94475690948957   -0.37524821887894   -0.02928987929380  
  0.070000   -1.73406614725767   -2.93845827381496   -0.43671856888167   -0.03975883397843  
  0.080000   -1.73095277881221   -2.93120683420497   -0.49769825768631   -0.05176768213102  
  0.090000   -1.72743167959601   -2.92300948325160   -0.55811978774859   -0.06528653268155  
  0.100000   -1.72350560688115   -2.91387399451511   -0.61791668704592   -0.08028178362462  
  0.110000   -1.71917763512973   -2.90380900852226   -0.67702362906121   -0.09671622292929  
  0.120000   -1.71445115354188   -2.89282401727091   -0.73537654992819   -0.11454914013221  
  0.130000   -1.70932986331884   -2.88092934728999   -0.79291276245452   -0.13373644822854  
  0.140000   -1.70381777463390   -2.86813614130853   -0.84957106674878   -0.15423081543953  
  0.150000   -1.69791920330360   -2.85445633859126   -0.90529185718773   -0.17598180640218  
  0.160000   -1.69163876715189   -2.83990265400204   -0.96001722547204   -0.19893603229438  
  0.170000   -1.68498138205930   -2.82448855585965   -1.01369105953007   -0.22303730937889  
  0.180000   -1.67795225768974   -2.80822824265378   -1.06625913804264   -0.24822682542098  
  0.190000   -1.67055689288731   -2.79113661869158   -1.11766922037472   -0.27444331340872  
  0.200000   -1.66280107073612   -2.77322926874769   -1.16787113171414   -0.30162323198065  
  0.210000   -1.65469085327635   -2.75452243179265   -1.21681684323181   -0.32970095194352  
  0.220000   -1.64623257587019   -2.73503297387639   -1.26446054709314   -0.35860894824379  
  0.230000   -1.63743284121232   -2.71477836024477   -1.31075872616553   -0.38827799673859  
  0.240000   -1.62829851297988   -2.69377662676820   -1.35567021828279   -0.41863737509792  
  0.250000   -1.61883670911812   -2.67204635076196   -1.39915627494348   -0.44961506715692  
  0.260000   -1.60905479475860   -2.64960662127827   -1.44118061433637   -0.48113797002788  
  0.270000   -1.59896037476820   -2.62647700894982   -1.48170946860294   -0.51313210327401  
  0.280000   -1.58856128592803   -2.60267753546442   -1.52071162526367   -0.54552281944286  
  0.290000   -1.57786558874285   -2.57822864274943   -1.55815846275123   -0.57823501525517  
  0.300000   -1.56688155888281   -2.55315116194364   -1.59402398001110   -0.61119334274557  
  0.310000   -1.55561767826086   -2.52746628223300   -1.62828482014648   -0.64432241965494  
  0.320000   -1.54408262575046   -2.50119551962482   -1.66092028810114   -0.67754703838024  
  0.330000   -1.53228526755005   -2.47436068573315   -1.69191236239063   -0.71079237279585  
  0.340000   -1.52023464720194   -2.44698385664595   -1.72124570090827   -0.74398418227183  
  0.350000   -1.50793997527533   -2.41908734194205   -1.74890764084876   -0.77704901222772  
  0.360000   -1.49541061872440   -2.39069365392331   -1.77488819280771   -0.80991439057665  
  0.370000   -1.48265608993430   -2.36182547712463   -1.79918002913118   -0.84250901943297  
  0.380000   -1.46968603546951   -2.33250563816125   -1.82177846660395   -0.87476296147686  
  0.390000   -1.45651022454048   -2.30275707596965   -1.84268144358016   -0.90660782039277  
  0.400000   -1.44313853720633   -2.27260281249502   -1.86188949167388   -0.93797691482303  
  0.410000   -1.42958095233278   -2.24206592387489   -1.87940570214074   -0.96880544530538  
  0.420000   -1.41584753532601   -2.21116951216481   -1.89523568709476   -0.99903065369166  
  0.430000   -1.40194842566476   -2.17993667764864   -1.90938753571696   -1.02859197457608  
  0.440000   -1.38789382425424   -2.14839049177199   -1.92187176562404   -1.05743117829332  
  0.450000   -1.37369398062667   -2.11655397073425   -1.93270126957650   -1.08549250508102  
  0.460000   -1.35935918001483   -2.08445004977039   -1.94189125771612   -1.11272279003625  
