---------------------------------------------------------------------------
Element                     F
Energy Cutoff(Ry)           100
Radius Cutoff(a.u.)         10
Lmax                        2
Number of Sorbital-->       1
Number of Porbital-->       1
Number of Dorbital-->       0
---------------------------------------------------------------------------
SUMMARY  END

Mesh                        1001
dr                          0.01
                Type                   L                   N
                   0                   0                   0
1.89585111207338e+00  1.89575954046482e+00  1.89548473584514e+00  1.89502642931185e+00  
1.89438417429031e+00  1.89355734892117e+00  1.89254515938919e+00  1.89134664417975e+00  
1.88996067924578e+00  1.88838598406409e+00  1.88662112855623e+00  1.88466454084593e+00  
1.88251451582133e+00  1.88016922446721e+00  1.87762672392928e+00  1.87488496826949e+00  
1.87194181986878e+00  1.86879506143080e+00  1.86544240853796e+00  1.86188152270884e+00  
1.85811002490399e+00  1.85412550942542e+00  1.84992555815361e+00  1.84550775506430e+00  
1.84086970096660e+00  1.83600902840277e+00  1.83092341664978e+00  1.82561060676213e+00  
1.82006841659547e+00  1.81429475575077e+00  1.80828764037897e+00  1.80204520778697e+00  
1.79556573078655e+00  1.78884763172885e+00  1.78188949616869e+00  1.77469008610427e+00  
1.76724835273975e+00  1.75956344872027e+00  1.75163473979099e+00  1.74346181583428e+00  
1.73504450124176e+00  1.72638286458043e+00  1.71747722751534e+00  1.70832817295400e+00  
1.69893655238102e+00  1.68930349235473e+00  1.67943040014091e+00  1.66931896846218e+00  
1.65897117934513e+00  1.64838930705090e+00  1.63757592007846e+00  1.62653388223361e+00  
1.61526635276017e+00  1.60377678553358e+00  1.59206892732096e+00  1.58014681511466e+00  
1.56801477255064e+00  1.55567740542579e+00  1.54313959633204e+00  1.53040649842833e+00  
1.51748352837460e+00  1.50437635845506e+00  1.49109090792087e+00  1.47763333358518e+00  
1.46401001970602e+00  1.45022756719503e+00  1.43629278219220e+00  1.42221266404901e+00  
1.40799439276409e+00  1.39364531591732e+00  1.37917293514971e+00  1.36458489223785e+00  
1.34988895481242e+00  1.33509300177160e+00  1.32020500844050e+00  1.30523303152822e+00  
1.29018519393453e+00  1.27506966945795e+00  1.25989466745699e+00  1.24466841751570e+00  
1.22939915416418e+00  1.21409510170390e+00  1.19876445918655e+00  1.18341538559404e+00  
1.16805598526581e+00  1.15269429361819e+00  1.13733826319860e+00  1.12199575011589e+00  
1.10667450088565e+00  1.09138213972755e+00  1.07612615634947e+00  1.06091389425054e+00  
1.04575253957306e+00  1.03064911053065e+00  1.01561044743721e+00  1.00064320335876e+00  
9.85753835407522e-01  9.70948596694592e-01  9.56233528955209e-01  9.41614455857401e-01  
9.27096977002303e-01  9.12686462621555e-01  8.98388048974482e-01  8.84206634445062e-01  
8.70146876336056e-01  8.56213188355064e-01  8.42409738784816e-01  8.28740449327535e-01  
8.15208994610915e-01  8.01818802341010e-01  7.88573054085224e-01  7.75474686666581e-01  
7.62526394148593e-01  7.49730630388282e-01  7.37089612133304e-01  7.24605322637675e-01  
7.12279515769229e-01  7.00113720580811e-01  6.88109246316128e-01  6.76267187820349e-01  
6.64588431324765e-01  6.53073660574299e-01  6.41723363266192e-01  6.30537837767923e-01  
6.19517200082302e-01  6.08661391027686e-01  5.97970183601410e-01  5.87443190494836e-01  
5.77079871728834e-01  5.66879542379075e-01  5.56841380361140e-01  5.46964434246310e-01  
5.37247631079716e-01  5.27689784173562e-01  5.18289600849216e-01  5.09045690103109e-01  
4.99956570172654e-01  4.91020675979690e-01  4.82236366430346e-01  4.73601931551627e-01  
4.65115599446503e-01  4.56775543050789e-01  4.48579886676609e-01  4.40526712328814e-01  
4.32614065782246e-01  4.24839962409312e-01  4.17202392748887e-01  4.09699327809065e-01  
4.02328724097834e-01  3.95088528377182e-01  3.87976682137628e-01  3.80991125791551e-01  
3.74129802585047e-01  3.67390662229344e-01  3.60771664254074e-01  3.54270781085814e-01  
3.47886000856502e-01  3.41615329947308e-01  3.35456795274537e-01  3.29408446325024e-01  
3.23468356949299e-01  3.17634626921513e-01  3.11905383275792e-01  3.06278781429220e-01  
3.00753006102185e-01  2.95326272047174e-01  2.89996824597485e-01  2.84762940047511e-01  
2.79622925876476e-01  2.74575120827563e-01  2.69617894854399e-01  2.64749648946838e-01  
2.59968814847831e-01  2.55273854673039e-01  2.50663260444566e-01  2.46135553549938e-01  
2.41689284137076e-01  2.37323030455654e-01  2.33035398154778e-01  2.28825019546472e-01  
2.24690552843935e-01  2.20630681383035e-01  2.16644112834916e-01  2.12729578417049e-01  
2.08885832109459e-01  2.05111649882277e-01  2.01405828940133e-01  1.97767186988345e-01  
1.94194561525230e-01  1.90686809164272e-01  1.87242804989312e-01  1.83861441945348e-01  
1.80541630266974e-01  1.77282296945976e-01  1.74082385239067e-01  1.70940854216290e-01  
1.67856678350138e-01  1.64828847145027e-01  1.61856364806361e-01  1.58938249948073e-01  
1.56073535337176e-01  1.53261267673595e-01  1.50500507403271e-01  1.47790328562302e-01  
1.45129818649723e-01  1.42518078526332e-01  1.39954222336890e-01  1.37437377452912e-01  
1.34966684433206e-01  1.32541296999325e-01  1.30160382023064e-01  1.27823119523195e-01  
1.25528702668687e-01  1.23276337785731e-01  1.21065244366020e-01  1.18894655073833e-01  
1.16763815749648e-01  1.14671985408152e-01  1.12618436228684e-01  1.10602453536366e-01  
1.08623335772338e-01  1.06680394451743e-01  1.04772954108289e-01  1.02900352224467e-01  
1.01061939146665e-01  9.92570779846692e-02  9.74851444952310e-02  9.57455269495807e-02  
9.40376259849682e-02  9.23608544404942e-02  9.07146371776731e-02  8.90984108863320e-02  
8.75116238766042e-02  8.59537358579168e-02  8.44242177059930e-02  8.29225512190054e-02  
8.14482288641084e-02  8.00007535156593e-02  7.85796381865015e-02  7.71844057537300e-02  
7.58145886803940e-02  7.44697287346047e-02  7.31493767075221e-02  7.18530921316771e-02  
7.05804430010615e-02  6.93310054943751e-02  6.81043637027683e-02  6.69001093633510e-02  
6.57178415996673e-02  6.45571666702441e-02  6.34176977262362e-02  6.22990545790821e-02  
6.12008634789822e-02  6.01227569048981e-02  5.90643733666553e-02  5.80253572196140e-02  
5.70053584922536e-02  5.60040327268945e-02  5.50210408336666e-02  5.40560489577127e-02  
5.31087283595030e-02  5.21787553080309e-02  5.12658109865503e-02  5.03695814104207e-02  
4.94897573565339e-02  4.86260343037101e-02  4.77781123833770e-02  4.69456963397774e-02  
4.61284954988907e-02  4.53262237452050e-02  4.45385995054370e-02  4.37653457382654e-02  
4.30061899291217e-02  4.22608640890746e-02  4.15291047568368e-02  4.08106530029372e-02  
4.01052544351092e-02  3.94126592039819e-02  3.87326220081817e-02  3.80649020980018e-02  
3.74092632768407e-02  3.67654738996659e-02  3.61333068678154e-02  3.55125396195221e-02  
3.49029541156056e-02  3.43043368198568e-02  3.37164786737100e-02  3.31391750648794e-02  
3.25722257897103e-02  3.20154350090807e-02  3.14686111977594e-02  3.09315670872131e-02  
3.04041196019239e-02  2.98860897893545e-02  2.93773027437694e-02  2.88775875241852e-02  
2.83867770667857e-02  2.79047080921961e-02  2.74312210080603e-02  2.69661598074151e-02  
2.65093719633933e-02  2.60607083208229e-02  2.56200229853195e-02  2.51871732104871e-02  
2.47620192838618e-02  2.43444244122384e-02  2.39342546070233e-02  2.35313785702529e-02  
2.31356675819046e-02  2.27469953891143e-02  2.23652380978875e-02  2.19902740678679e-02  
2.16219838106912e-02  2.12602498924175e-02  2.09049568404932e-02  2.05559910556460e-02  
2.02132407290739e-02  1.98765957652326e-02  1.95459477104762e-02  1.92211896877507e-02  
1.89022163374853e-02  1.85889237647671e-02  1.82812094928360e-02  1.79789724228728e-02  
1.76821128000073e-02  1.73905321854149e-02  1.71041334343252e-02  1.68228206797124e-02  
1.65464993213998e-02  1.62750760202613e-02  1.60084586971733e-02  1.57465565363284e-02  
