---------------------------------------------------------------------------
Element                     Nb
Energy Cutoff(Ry)           100
Radius Cutoff(a.u.)         10
Lmax                        3
Number of Sorbital-->       2
Number of Porbital-->       1
Number of Dorbital-->       1
Number of Forbital-->       0
---------------------------------------------------------------------------
SUMMARY  END

Mesh                        1001
dr                          0.01
                Type                   L                   N
                   0                   0                   0
1.91808000820452e-01  1.91993773321984e-01  1.92550739791134e-01  1.93477847843337e-01  
1.94773345908560e-01  1.96434786831877e-01  1.98459032902673e-01  2.00842262300959e-01  
2.03579976945963e-01  2.06667011729017e-01  2.10097545109549e-01  2.13865111049884e-01  
2.17962612261531e-01  2.22382334732608e-01  2.27115963503190e-01  2.32154599652521e-01  
2.37488778459294e-01  2.43108488693587e-01  2.49003192996479e-01  2.55161849300974e-01  
2.61572933245531e-01  2.68224461529314e-01  2.75104016156198e-01  2.82198769512662e-01  
2.89495510222835e-01  2.96980669722372e-01  3.04640349491225e-01  3.12460348884072e-01  
3.20426193495853e-01  3.28523163998848e-01  3.36736325386720e-01  3.45050556560224e-01  
3.53450580188602e-01  3.61920992780240e-01  3.70446294895816e-01  3.79010921437001e-01  
3.87599271943789e-01  3.96195740833629e-01  4.04784747515853e-01  4.13350766315347e-01  
4.21878356139986e-01  4.30352189827113e-01  4.38757083105255e-01  4.47078023108272e-01  
4.55300196380356e-01  4.63409016311599e-01  4.71390149945321e-01  4.79229544099936e-01  
4.86913450749884e-01  4.94428451611975e-01  5.01761481885506e-01  5.08899853096593e-01  
5.15831274999359e-01  5.22543876488990e-01  5.29026225484027e-01  5.35267347737885e-01  
5.41256744542116e-01  5.46984409286751e-01  5.52440842845765e-01  5.57617067758678e-01  
5.62504641182181e-01  5.67095666588756e-01  5.71382804192320e-01  5.75359280084042e-01  
5.79018894064709e-01  5.82356026163187e-01  5.85365641833824e-01  5.88043295828903e-01  
5.90385134745536e-01  5.92387898249732e-01  5.94048918983657e-01  5.95366121165392e-01  
5.96338017893825e-01  5.96963707174532e-01  5.97242866685733e-01  5.97175747306641e-01  
5.96763165433587e-01  5.96006494112435e-01  5.94907653018789e-01  5.93469097320411e-01  
5.91693805459119e-01  5.89585265892192e-01  5.87147462835914e-01  5.84384861056447e-01  
5.81302389755600e-01  5.77905425601350e-01  5.74199774955084e-01  5.70191655349512e-01  
5.65887676273055e-01  5.61294819318125e-01  5.56420417752260e-01  5.51272135572348e-01  
5.45857946103335e-01  5.40186110203742e-01  5.34265154141076e-01  5.28103847200772e-01  
5.21711179092640e-01  5.15096337218977e-01  5.08268683868397e-01  5.01237733399210e-01  
4.94013129475681e-01  4.86604622419818e-01  4.79022046740472e-01  4.71275298900398e-01  
4.63374315380655e-01  4.55329051100225e-01  4.47149458247015e-01  4.38845465574541e-01  
4.30426958216540e-01  4.21903758069459e-01  4.13285604790437e-01  4.04582137455752e-01  
3.95802876922034e-01  3.86957208929654e-01  3.78054367984732e-01  3.69103422053074e-01  
3.60113258096171e-01  3.51092568476051e-01  3.42049838252436e-01  3.32993333392169e-01  
3.23931089907416e-01  3.14870903935596e-01  3.05820322770464e-01  2.96786636850181e-01  
2.87776872704720e-01  2.78797786861365e-01  2.69855860703659e-01  2.60957296275682e-01  
2.52108013020211e-01  2.43313645436060e-01  2.34579541636719e-01  2.25910762789368e-01  
2.17312083410435e-01  2.08787992491050e-01  2.00342695423165e-01  1.91980116694597e-01  
1.83703903318992e-01  1.75517428964579e-01  1.67423798743669e-01  1.59425854623137e-01  
1.51526181414596e-01  1.43727113301700e-01  1.36030740860871e-01  1.28438918530932e-01  
1.20953272486434e-01  1.13575208869052e-01  1.06305922331209e-01  9.91464048461072e-02  
