  0.000000   -0.30282423458843    1.34077420146159   -0.30022753286429    0.48989229754988   -0.69747604526278   -0.77286725605768    0.00000000000000    0.00000000000000    0.00000000000000    0.00000000000000    0.00000000000000    0.00000000000000    0.00000000000000    0.00000000000000    0.00000000000000    0.00000000000000    0.00000000000000  
  0.010000   -0.30281934588054    1.34081045347346   -0.30026260628083    0.48991235988236   -0.69690606587675   -0.77216901580398   -0.01912022008182   -0.00651665319655   -0.00897105181074    0.00011805719263    0.00005327874080   -0.00013024138871   -0.00000317665607   -0.00000442694676   -0.00000472446354   -0.00000004066335    0.00000003213161  
  0.020000   -0.30280469670300    1.34091903466261   -0.30036768442991    0.48997252449373   -0.69519739873375   -0.77007568773070   -0.03823306999042   -0.01303110189149   -0.01794106553702    0.00047208219047    0.00021334521684   -0.00052052576945   -0.00002540443705   -0.00003539316722   -0.00003777732246   -0.00000064961738    0.00000051357383  
  0.030000   -0.30278033783693    1.34109942088383   -0.30054234144573    0.49007272384735   -0.69235385317520   -0.76659144688126   -0.05733118159604   -0.01954113694484   -0.02690897834697    0.00106163565691    0.00048088755510   -0.00116953693046   -0.00008569043174   -0.00011932602565   -0.00012739509202   -0.00000328029676    0.00000259548673  
  0.040000   -0.30274635372669    1.34135073987452   -0.30078586900265    0.49021284412430   -0.68838176577189   -0.76172324160079   -0.07640719086498   -0.02604453998359   -0.03587367810269    0.00188598670698    0.00085704387766   -0.00207509163992   -0.00020295375659   -0.00028242964904   -0.00030163075547   -0.00001033032108    0.00000818323846  
  0.050000   -0.30270286219462    1.34167177322040   -0.30109727848526    0.49039272334829   -0.68328998187777   -0.75548077846635   -0.09545373993038   -0.03253907889438   -0.04483397917779    0.00294411491305    0.00134338924902   -0.00323415523401   -0.00039598181918   -0.00055057475854   -0.00058826256879   -0.00002510463838    0.00001991670376  
  0.060000   -0.30265001404322    1.34206095910033   -0.30147530401459    0.49061214878387   -0.67708982990737   -0.74787650123183   -0.11446347919027   -0.03902250344602   -0.05378859883551    0.00423471309644    0.00194191756521   -0.00464286325383   -0.00068338688047   -0.00094919022939   -0.00101470354955   -0.00005176452435    0.00004114297319  
  0.070000   -0.30258799254655    1.34251639580342   -0.30191840631855    0.49087085363104   -0.66979508843813   -0.73892556382991   -0.13342906944149   -0.04549254108378   -0.06273613434757    0.00575619088852    0.00265501854550   -0.00629654894669   -0.00108356301452   -0.00150315693658   -0.00160791187718   -0.00009526302782    0.00007588176062  
  0.080000   -0.30251701283304    1.34303584600934   -0.30242477743139    0.49116851304569   -0.66142194626725   -0.72864579748555   -0.15234318405834   -0.05194689293574   -0.07167504102838    0.00750667904054    0.00348545003151   -0.00818977639762   -0.00161464356322   -0.00223670442734   -0.00239430243064   -0.00016126761105    0.00012878387372  
  0.090000   -0.30243732116214    1.34361674182101   -0.30299234620407    0.49150473952137   -0.65198895557975   -0.71705767200789   -0.17119851122394   -0.05838323006996   -0.08060361135193    0.00948403445722    0.00443630583995   -0.01031637900891   -0.00229445918248   -0.00317331094168   -0.00339965968888   -0.00025607088315    0.00020508318527  
  0.100000   -0.30234919409789    1.34425619053674   -0.30361878460376    0.49187907767377   -0.64151697841134   -0.70418425133921   -0.18998775622258   -0.06479919003918   -0.08951995531068    0.01168584592498    0.00551097945503   -0.01266950300030   -0.00314049657508   -0.00433560727880   -0.00464905221764   -0.00038649046544    0.00031054261174  
  0.110000   -0.30225293758294    1.34495098114728   -0.30430151477838    0.49229099847478   -0.63002912661490   -0.69005114345188   -0.20870364380047   -0.07119237374763   -0.09842198216617    0.01410944050195    0.00671312388363   -0.01524165556018   -0.00416985800359   -0.00574528498027   -0.00616674896473   -0.00055975915644    0.00045139466908  
  0.120000   -0.30214888591662    1.34569759154119   -0.30503771685846    0.49273989298816   -0.61755069556422   -0.67468644469618   -0.22733892060220   -0.07756034267185   -0.10730738373050    0.01675189053314    0.00804660803048   -0.01802475723858   -0.00539922167514   -0.00742300927090   -0.00797613758392   -0.00078340668121    0.00063427723284  
  0.130000   -0.30203740064147    1.34649219640036   -0.30582433746667    0.49322506566366   -0.60410909185170   -0.65812067871392   -0.24588635768950   -0.08390061646488   -0.11617361930612    0.01961002125119    0.00951546998200   -0.02101019813790   -0.00684480308761   -0.00938833716541   -0.01009964500524   -0.00106513441246    0.00086616518080  
