---------------------------------------------------------------------------
Element                     Se
Energy Cutoff(Ry)           100
Radius Cutoff(a.u.)         9
Lmax                        2
Number of Sorbital-->       2
Number of Porbital-->       2
Number of Dorbital-->       1
---------------------------------------------------------------------------
SUMMARY  END

Mesh                        901
dr                          0.01
                Type                   L                   N
                   0                   0                   0
-3.84366569759378e-01  -3.84410760833552e-01  -3.84543294413158e-01  -3.84764051605431e-01  
-3.85072834375774e-01  -3.85469365727839e-01  -3.85953289955819e-01  -3.86524172969091e-01  
-3.87181502689420e-01  -3.87924689520930e-01  -3.88753066893115e-01  -3.89665891877136e-01  
-3.90662345875698e-01  -3.91741535386750e-01  -3.92902492841289e-01  -3.94144177515473e-01  
-3.95465476517241e-01  -3.96865205847579e-01  -3.98342111536485e-01  -3.99894870853638e-01  
-4.01522093593653e-01  -4.03222323435724e-01  -4.04994039377293e-01  -4.06835657241306e-01  
-4.08745531256417e-01  -4.10721955709355e-01  -4.12763166668522e-01  -4.14867343777665e-01  
-4.17032612118295e-01  -4.19257044139322e-01  -4.21538661652151e-01  -4.23875437889284e-01  
-4.26265299624228e-01  -4.28706129350303e-01  -4.31195767515693e-01  -4.33732014811885e-01  
-4.36312634512363e-01  -4.38935354858250e-01  -4.41597871487329e-01  -4.44297849902681e-01  
-4.47032927976953e-01  -4.49800718488083e-01  -4.52598811682117e-01  -4.55424777858567e-01  
-4.58276169973620e-01  -4.61150526256332e-01  -4.64045372832854e-01  -4.66958226353580e-01  
-4.69886596618061e-01  -4.72827989192427e-01  -4.75779908014034e-01  -4.78739857978027e-01  
-4.81705347500483e-01  -4.84673891052869e-01  -4.87643011662553e-01  -4.90610243374206e-01  
-4.93573133667019e-01  -4.96529245822789e-01  -4.99476161240067e-01  -5.02411481689734e-01  
-5.05332831507580e-01  -5.08237859719643e-01  -5.11124242096350e-01  -5.13989683131726e-01  
-5.16831917944230e-01  -5.19648714096074e-01  -5.22437873328204e-01  -5.25197233208415e-01  
-5.27924668690483e-01  -5.30618093582462e-01  -5.33275461922747e-01  -5.35894769262802e-01  
-5.38474053855864e-01  -5.41011397751329e-01  -5.43504927794846e-01  -5.45952816534595e-01  
-5.48353283034553e-01  -5.50704593595927e-01  -5.53005062388330e-01  -5.55253051992566e-01  
-5.57446973857286e-01  -5.59585288672083e-01  -5.61666506659870e-01  -5.63689187791736e-01  
-5.65651941927696e-01  -5.67553428887010e-01  -5.69392358451996e-01  -5.71167490309423e-01  
-5.72877633933783e-01  -5.74521648416853e-01  -5.76098442248114e-01  -5.77606973050653e-01  
-5.79046247277255e-01  -5.80415319871426e-01  -5.81713293898074e-01  -5.82939320148567e-01  
-5.84092596724820e-01  -5.85172368606984e-01  -5.86177927209199e-01  -5.87108609927702e-01  
-5.87963799685483e-01  -5.88742924477391e-01  -5.89445456919475e-01  -5.90070913806024e-01  
-5.90618855677555e-01  -5.91088886402709e-01  -5.91480652776694e-01  -5.91793844138639e-01  
-5.92028192009861e-01  -5.92183469754726e-01  -5.92259492265437e-01  -5.92256115671717e-01  
-5.92173237076032e-01  -5.92010794314569e-01  -5.91768765743919e-01  -5.91447170052973e-01  
-5.91046066099246e-01  -5.90565552768473e-01  -5.90005768855998e-01  -5.89366892968161e-01  
-5.88649143441572e-01  -5.87852778277878e-01  -5.86978095091367e-01  -5.86025431066487e-01  
-5.84995162922143e-01  -5.83887706879422e-01  -5.82703518629235e-01  -5.81443093296181e-01  
-5.80106965394843e-01  -5.78695708774622e-01  -5.77209936549126e-01  -5.75650301006114e-01  
-5.74017493493996e-01  -5.72312244280860e-01  -5.70535322382118e-01  -5.68687535352879e-01  
-5.66769729041303e-01  -5.64782787299313e-01  -5.62727631647213e-01  -5.60605220888935e-01  
-5.58416550674874e-01  -5.56162653009492e-01  -5.53844595701143e-01  -5.51463481751847e-01  
-5.49020448685044e-01  -5.46516667809675e-01  -5.43953343419273e-01  -5.41331711925078e-01  
-5.38653040922570e-01  -5.35918628191145e-01  -5.33129800627057e-01  -5.30287913110104e-01  
-5.27394347304912e-01  -5.24450510398052e-01  -5.21457833772592e-01  -5.18417771622022e-01  
-5.15331799505904e-01  -5.12201412849873e-01  -5.09028125393006e-01  -5.05813467585857e-01  
-5.02558984942774e-01  -4.99266236352385e-01  -4.95936792350427e-01  -4.92572233359296e-01  
-4.89174147898943e-01  -4.85744130773932e-01  -4.82283781241626e-01  -4.78794701166629e-01  
-4.75278493166720e-01  -4.71736758755595e-01  -4.68171096487802e-01  -4.64583100111274e-01  
-4.60974356732888e-01  -4.57346445002413e-01  -4.53700933320193e-01  -4.50039378073818e-01  
-4.46363321908903e-01  -4.42674292039000e-01  -4.38973798599463e-01  -4.35263333049946e-01  
-4.31544366629967e-01  -4.27818348871755e-01  -4.24086706174361e-01  -4.20350840442731e-01  
